,stork_migration_id,migration_id,timestamp,date,location-long,location-lat
0,3952_pl_afr_3,pl_afr_3,2014-07-01 02:00:23.000,2014-07-01 02:00:23.000,22.556084,53.2310576
1,3951_pl_afr_3,pl_afr_3,2014-07-01 02:35:06.000,2014-07-01 02:35:06.000,22.556087,53.2312603
2,3953_pl_afr_3,pl_afr_3,2014-07-01 03:05:06.000,2014-07-01 03:05:06.000,22.5560695,53.2310678
3,3953_pl_afr_3,pl_afr_3,2014-07-01 03:35:06.000,2014-07-01 03:35:06.000,22.5560136,53.2311351
4,3953_pl_afr_3,pl_afr_3,2014-07-01 04:05:06.000,2014-07-01 04:05:06.000,22.556148,53.2310492
5,3951_pl_afr_3,pl_afr_3,2014-07-01 04:35:06.000,2014-07-01 04:35:06.000,22.5560812,53.231316
6,3951_pl_afr_3,pl_afr_3,2014-07-01 05:05:06.000,2014-07-01 05:05:06.000,22.556137,53.2313124
7,3951_pl_afr_3,pl_afr_3,2014-07-01 05:35:06.000,2014-07-01 05:35:06.000,22.5561281,53.2312544
8,3952_pl_afr_3,pl_afr_3,2014-07-01 06:05:06.000,2014-07-01 06:05:06.000,22.5561387,53.2310769
9,3953_pl_afr_3,pl_afr_3,2014-07-01 06:35:07.000,2014-07-01 06:35:07.000,22.5560762,53.2310669
10,3952_pl_afr_3,pl_afr_3,2014-07-01 07:05:21.000,2014-07-01 07:05:21.000,22.5561062,53.2309776
11,3952_pl_afr_3,pl_afr_3,2014-07-01 07:40:06.000,2014-07-01 07:40:06.000,22.5559076,53.2312175
12,3953_pl_afr_3,pl_afr_3,2014-07-01 08:10:06.000,2014-07-01 08:10:06.000,22.5560515,53.231093
13,3953_pl_afr_3,pl_afr_3,2014-07-01 08:40:06.000,2014-07-01 08:40:06.000,22.5561076,53.2310718
14,3953_pl_afr_3,pl_afr_3,2014-07-01 09:10:07.000,2014-07-01 09:10:07.000,22.5561372,53.23104
